GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG 
02030,39155536,824634,15.118,0.318,42.234160,-71.291167 
02032,6057759,155224,2.339,0.060,42.156882,-71.216187 
02035,51406746,2593382,19.848,1.001,42.061338,-71.245802 
02038,68989529,1014471,26.637,0.392,42.084858,-71.410571 
02043,57441987,2272033,22.178,0.877,42.216098,-70.881270 
02045,6894503,14225179,2.662,5.492,42.292253,-70.923919 
02047,619345,21837,0.239,0.008,42.133914,-70.686037 
02048,52060525,830936,20.101,0.321,42.017302,-71.216410 
02050,75322260,10899223,29.082,4.208,42.115139,-70.710331 
02052,37304674,607719,14.403,0.235,42.184599,-71.305307 
02053,29900279,344079,11.545,0.133,42.156203,-71.430345 
02054,31170651,604210,12.035,0.233,42.173103,-71.363756 
02056,38500653,1289284,14.865,0.498,42.113664,-71.337555 
02061,54245132,845446,20.944,0.326,42.164569,-70.818844 
02062,26828311,420523,10.358,0.162,42.187360,-71.195955 
02066,43852606,5682764,16.932,2.194,42.202273,-70.758184 
02067,58722438,2470050,22.673,0.954,42.107600,-71.181828 
02071,2513323,33448,0.970,0.013,42.103425,-71.273589 
02072,41668552,969181,16.088,0.374,42.119006,-71.103650 
02081,46411762,1426132,17.920,0.551,42.146690,-71.270532 
02090,28222315,735394,10.897,0.284,42.219645,-71.216768 
02093,56219578,2341419,21.707,0.904,42.052671,-71.356858 
02108,353246,0,0.136,0.000,42.357758,-71.064901 
02109,451167,292691,0.174,0.113,42.367032,-71.050493 
02110,477074,234496,0.184,0.091,42.361962,-71.047846 
02111,699955,43757,0.270,0.017,42.350518,-71.059077 
02113,259755,0,0.100,0.000,42.365331,-71.055233 
02114,1162495,296490,0.449,0.114,42.363174,-71.068646 
02115,1834808,103604,0.708,0.040,42.337105,-71.105696 
02116,1633317,265681,0.631,0.103,42.350579,-71.076397 
02118,2838238,4897,1.096,0.002,42.337582,-71.070482 
02119,4137559,0,1.598,0.000,42.324029,-71.085017 
02120,1607483,0,0.621,0.000,42.332090,-71.096545 
02121,4520353,23476,1.745,0.009,42.306267,-71.085897 
02122,5270565,1632375,2.035,0.630,42.291413,-71.042158 
02124,7758290,201636,2.995,0.078,42.285805,-71.070571 
02125,5522525,799281,2.132,0.309,42.315682,-71.055555 
02126,5390652,56396,2.081,0.022,42.274227,-71.097423 
02127,5239286,1590469,2.023,0.614,42.334992,-71.039093 
02128,12563917,2950010,4.851,1.139,42.361203,-71.007050 
02129,3499232,1257507,1.351,0.486,42.379657,-71.061487 
02130,8635267,328430,3.334,0.127,42.309174,-71.113835 
02131,6699889,12766,2.587,0.005,42.284333,-71.126228 
02132,11809497,223980,4.560,0.086,42.280455,-71.162017 
02134,3435164,117712,1.326,0.045,42.358016,-71.128608 
02135,6823937,572906,2.635,0.221,42.349688,-71.153964 
02136,11893614,280363,4.592,0.108,42.255083,-71.129220 
02138,7097664,838952,2.740,0.324,42.379637,-71.135152 
02139,4034617,364769,1.558,0.141,42.362986,-71.103353 
02140,2990408,53979,1.155,0.021,42.392157,-71.133996 
02141,1666168,28176,0.643,0.011,42.370300,-71.082560 
02142,719893,575305,0.278,0.222,42.361471,-71.081994 
02143,3997879,0,1.544,0.000,42.381406,-71.096712 
02144,2800703,12792,1.081,0.005,42.399655,-71.122550 
02145,3615595,229489,1.396,0.089,42.391577,-71.089910 
02148,13067439,98217,5.045,0.038,42.429380,-71.058706 
02149,8866574,636032,3.423,0.246,42.405938,-71.054649 
02150,5726661,638178,2.211,0.246,42.396824,-71.031348 
02151,15191050,3296043,5.865,1.273,42.418290,-71.001251 
02152,5108544,3080479,1.972,1.189,42.373055,-70.974807 
02155,21227527,1473857,8.196,0.569,42.423840,-71.107673 
02163,256727,32166,0.099,0.012,42.366168,-71.122850 
02169,23234167,3791955,8.971,1.464,42.248386,-71.002279 
02170,5394352,186181,2.083,0.072,42.266415,-71.015576 
02171,6351392,4951334,2.452,1.912,42.293327,-71.018193 
02176,12127202,219967,4.682,0.085,42.455723,-71.059019 
02180,15582267,1629178,6.016,0.629,42.474208,-71.097665 
02184,35617084,2103745,13.752,0.812,42.206188,-71.002320 
02186,33711480,772291,13.016,0.298,42.241557,-71.082432 
02188,9632919,378898,3.719,0.146,42.204579,-70.957753 
02189,9858674,922282,3.806,0.356,42.209781,-70.928176 
02190,18414920,1374552,7.110,0.531,42.166731,-70.952363 
02191,5241517,2722697,2.024,1.051,42.243453,-70.942033 
02199,148225,0,0.057,0.000,42.347476,-71.082035 
02203,82171,0,0.032,0.000,42.360588,-71.058737 
02210,2499010,1305067,0.965,0.504,42.347472,-71.039271 
02215,1981391,277701,0.765,0.107,42.347635,-71.103082 
02301,32208280,441561,12.436,0.170,42.078371,-71.042304 
02302,23001975,65563,8.881,0.025,42.088907,-70.998375 
02322,11115306,639905,4.292,0.247,42.132461,-71.054013 
02324,70568055,2907453,27.246,1.123,41.972387,-70.978778 
02330,96625590,6258473,37.307,2.416,41.875179,-70.746715 
02332,61452129,10683150,23.727,4.125,42.044324,-70.706073 
02333,44570806,842755,17.209,0.325,42.037278,-70.940459 
02338,41364651,3667098,15.971,1.416,42.002634,-70.863706 
02339,40234557,244425,15.535,0.094,42.122956,-70.856310 
02341,38902841,1851421,15.020,0.715,42.050464,-70.867418 
02343,18155444,280242,7.010,0.108,42.140346,-70.997861 
02346,178296768,8168144,68.841,3.154,41.878004,-70.869267 
02347,77154997,16930257,29.790,6.537,41.834412,-70.957163 
02351,25048844,592945,9.671,0.229,42.119964,-70.957216 
02356,35510067,819225,13.711,0.316,42.060532,-71.119676 
02357,1246185,53728,0.481,0.021,42.054978,-71.080651 
02359,56414650,4586637,21.782,1.771,42.067804,-70.805713 
02360,247288811,34104279,95.479,13.168,41.882062,-70.631289 
02364,48297997,2901408,18.648,1.120,41.987196,-70.741942 
02366,2451504,69606,0.947,0.027,41.850984,-70.654984 
02367,38023278,1099164,14.681,0.424,41.959100,-70.802753 
02368,26090652,1519173,10.074,0.587,42.176446,-71.051568 
02370,26721159,217610,10.317,0.084,42.130399,-70.910615 
02375,37731009,357550,14.568,0.138,42.005653,-71.078019 
02379,39686489,913622,15.323,0.353,42.021617,-71.026717 
02382,17963918,59307,6.936,0.023,42.078974,-70.939390 
02420,17050109,127054,6.583,0.049,42.457055,-71.215464 
02421,25506275,416287,9.848,0.161,42.438547,-71.239573 
02445,6743712,118344,2.604,0.046,42.325483,-71.135045 
02446,3333460,11996,1.287,0.005,42.343499,-71.122244 
02451,14307855,1826449,5.524,0.705,42.397825,-71.255701 
02452,9588321,87629,3.702,0.034,42.392721,-71.213532 
02453,9071556,738640,3.503,0.285,42.369542,-71.240513 
02457,413241,0,0.160,0.000,42.299388,-71.274242 
02458,5179032,79083,2.000,0.031,42.353585,-71.188192 
02459,12961548,255115,5.004,0.099,42.314779,-71.192017 
02460,3480936,22012,1.344,0.008,42.351824,-71.208490 
02461,3767375,41434,1.455,0.016,42.317362,-71.206508 
02462,1367330,58332,0.528,0.023,42.328708,-71.255900 
02464,1460812,23675,0.564,0.009,42.312975,-71.218882 
02465,5807605,1401,2.242,0.001,42.348912,-71.226330 
02466,4634932,206791,1.790,0.080,42.344457,-71.248617 
02467,12618123,142369,4.872,0.055,42.314321,-71.152778 
02468,3837746,56178,1.482,0.022,42.328553,-71.229530 
02472,10439294,344160,4.031,0.133,42.369451,-71.177925 
02474,7901150,690211,3.051,0.266,42.420949,-71.156370 
02476,5420034,191590,2.093,0.074,42.415637,-71.175670 
02478,12026810,183395,4.644,0.071,42.395317,-71.180284 
02481,14604995,251042,5.639,0.097,42.311947,-71.275517 
02482,10898527,1043141,4.208,0.403,42.293099,-71.298535 
02492,24678287,874393,9.528,0.338,42.276029,-71.244543 
02493,43570066,1338250,16.822,0.517,42.360502,-71.303433 
02494,7165811,221655,2.767,0.086,42.299490,-71.232519 
02532,36958834,6867297,14.270,2.651,41.751759,-70.597552 
02534,5923747,1492827,2.287,0.576,41.668942,-70.619407 
02535,63131581,65866952,24.375,25.431,41.337961,-70.761674 
02536,71676332,9035732,27.674,3.489,41.596305,-70.567467 
02537,31606612,1323314,12.203,0.511,41.728421,-70.435810 
02538,11759095,1201019,4.540,0.464,41.777363,-70.642228 
02539,69445833,53089122,26.813,20.498,41.377655,-70.522080 
02540,27756712,4540829,10.717,1.753,41.573881,-70.632049 
02542,79586086,127974,30.728,0.049,41.707839,-70.545520 
02543,25725547,52348180,9.933,20.212,41.478974,-70.766911 
02553,636144,1769251,0.246,0.683,41.712526,-70.620747 
02554,104371108,42439862,40.298,16.386,41.291072,-70.093329 
02556,10012039,1185580,3.866,0.458,41.639445,-70.624515 
02557,18670146,11118560,7.209,4.293,41.441713,-70.576143 
02558,3183298,2714451,1.229,1.048,41.745017,-70.653513 
02559,13032609,3840929,5.032,1.483,41.690243,-70.616283 
02561,1591747,218387,0.615,0.084,41.766737,-70.540595 
02562,8730844,782396,3.371,0.302,41.787209,-70.526717 
02563,34225432,2716367,13.215,1.049,41.728137,-70.476549 
02564,14885974,2816833,5.748,1.088,41.271934,-69.984415 
02568,17281105,10059578,6.672,3.884,41.458608,-70.613479 
02571,51521355,12466831,19.893,4.813,41.761187,-70.695991 
02575,64774030,11006085,25.009,4.249,41.400252,-70.656934 
02576,25202384,1098127,9.731,0.424,41.772221,-70.762948 
02584,174589,0,0.067,0.000,41.258845,-70.007333 
02601,22258203,2151636,8.594,0.831,41.657961,-70.298093 
02630,10385647,5225393,4.010,2.018,41.706756,-70.312490 
02631,57061257,7070708,22.031,2.730,41.747513,-70.066223 
02632,18957575,3780155,7.320,1.460,41.659097,-70.346877 
02633,19567166,12630852,7.555,4.877,41.689734,-69.972126 
02635,14315533,2809147,5.527,1.085,41.624054,-70.439397 
02637,1812593,77849,0.700,0.030,41.705726,-70.270928 
02638,15369523,1419389,5.934,0.548,41.730228,-70.197398 
02639,7187056,934597,2.775,0.361,41.668067,-70.136979 
02641,5399951,589494,2.085,0.228,41.751246,-70.153472 
02642,35952268,8936222,13.881,3.450,41.841331,-69.977436 
02643,4905161,4656669,1.894,1.798,41.797777,-69.937327 
02644,9222894,569789,3.561,0.220,41.683488,-70.510786 
02645,43104079,4606789,16.643,1.779,41.711050,-70.057613 
02646,7798642,801404,3.011,0.309,41.670596,-70.071449 
02647,1226878,477502,0.474,0.184,41.630127,-70.310144 
02648,24027332,2665940,9.277,1.029,41.670946,-70.415370 
02649,60254636,10626568,23.264,4.103,41.616801,-70.490097 
02650,3745054,725516,1.446,0.280,41.701947,-69.961375 
02651,186321,0,0.072,0.000,41.875047,-70.003438 
02652,20715926,6478250,7.998,2.501,42.049534,-70.094987 
02653,31268727,13574805,12.073,5.241,41.769125,-69.973580 
02655,16911162,4559312,6.529,1.760,41.627984,-70.392013 
02657,25046220,12765874,9.670,4.929,42.059829,-70.200407 
02659,5304137,608838,2.048,0.235,41.681465,-70.023537 
02660,19968012,1370029,7.710,0.529,41.707699,-70.158560 
02663,3658748,2870102,1.413,1.108,41.894444,-70.012180 
02664,17965368,2264162,6.936,0.874,41.674727,-70.195648 
02666,32936956,4798274,12.717,1.853,41.990780,-70.045714 
02667,48233132,16144935,18.623,6.234,41.921997,-70.023356 
02668,39334859,6105829,15.187,2.357,41.716208,-70.363097 
02669,2421664,429153,0.935,0.166,41.666680,-69.989694 
02670,5402747,1682778,2.086,0.650,41.660103,-70.170681 
02671,5215480,314669,2.014,0.121,41.670839,-70.113400 
02672,1280229,118006,0.494,0.046,41.635700,-70.313634 
02673,25867507,6815786,9.988,2.632,41.655712,-70.247044 
02675,23382728,1923995,9.028,0.743,41.704155,-70.231801 
02702,43481917,2929543,16.788,1.131,41.785113,-71.059047 
02703,69365961,2577259,26.782,0.995,41.931653,-71.294503 
02713,13095107,18327963,5.056,7.076,41.441295,-70.902217 
02715,29666189,1347565,11.454,0.520,41.803649,-71.153380 
02717,45799642,2063053,17.683,0.797,41.760108,-70.972874 
02718,26799974,853523,10.348,0.330,41.862486,-71.011690 
02719,32063903,8673407,12.380,3.349,41.633619,-70.871306 
02720,28159651,4364302,10.873,1.685,41.725050,-71.121329 
02721,10566800,5106089,4.080,1.971,41.675125,-71.148281 
02723,4136767,569122,1.597,0.220,41.692705,-71.129726 
02724,4812791,1475462,1.858,0.570,41.683936,-71.177500 
02725,6146865,6823598,2.373,2.635,41.720043,-71.188272 
02726,14312789,3521176,5.526,1.360,41.759700,-71.144592 
02738,36347614,15400147,14.034,5.946,41.704138,-70.752225 
02739,44954492,5664707,17.357,2.187,41.665794,-70.814531 
02740,14725585,2118478,5.686,0.818,41.637485,-70.938265 
02743,47731692,1350798,18.429,0.522,41.718217,-70.901151 
02744,3342653,1345734,1.291,0.520,41.606252,-70.913632 
02745,26750717,579198,10.329,0.224,41.700737,-70.950546 
02746,5480313,312026,2.116,0.120,41.660995,-70.940137 
02747,126397710,3917035,48.802,1.512,41.664711,-71.015699 
02748,58249187,8145033,22.490,3.145,41.553084,-70.971453 
02760,46498021,1327303,17.953,0.512,41.972509,-71.334397 
02762,28457938,1350451,10.988,0.521,42.012797,-71.336578 
02763,2338179,30519,0.903,0.012,41.966866,-71.308574 
02764,27445967,147853,10.597,0.057,41.851929,-71.153598 
02766,72035467,3885982,27.813,1.500,41.965341,-71.181780 
02767,61652211,779133,23.804,0.301,41.940996,-71.048499 
02769,121557180,1409688,46.933,0.544,41.846878,-71.244870 
02770,83286355,6264980,32.157,2.419,41.760864,-70.838956 
02771,47611570,638983,18.383,0.247,41.842106,-71.322309 
02777,58682142,6715994,22.657,2.593,41.758163,-71.214181 
02779,42766350,2365907,16.512,0.913,41.838061,-71.077615 
02780,85561480,3571870,33.035,1.379,41.909112,-71.118346 
02790,139054114,26244544,53.689,10.133,41.599176,-71.082371 
02791,2728822,12397,1.054,0.005,41.528538,-71.078091 
02802,506432,47798,0.196,0.018,41.952130,-71.456233 
02804,26153983,232901,10.098,0.090,41.434772,-71.769527 
02806,21283238,18694015,8.218,7.218,41.734753,-71.319732 
02807,23521355,8258226,9.082,3.189,41.176815,-71.577085 
02808,20624694,113236,7.963,0.044,41.408251,-71.749674 
02809,25420469,27940067,9.815,10.788,41.675730,-71.273331 
02812,17198231,212746,6.640,0.082,41.478948,-71.652334 
02813,94437253,14157589,36.462,5.466,41.394216,-71.669822 
02814,115951538,6226198,44.769,2.404,41.895948,-71.700406 
02815,10805284,247504,4.172,0.096,41.774630,-71.647954 
02816,98041031,7640135,37.854,2.950,41.696499,-71.622662 
02817,130172143,2608399,50.260,1.007,41.637083,-71.678361 
02818,56508879,8880773,21.818,3.429,41.642919,-71.485719 
02822,144781544,2381570,55.900,0.920,41.570210,-71.626993 
02825,139969923,2741854,54.043,1.059,41.782067,-71.726833 
02826,6470179,86972,2.498,0.034,41.982746,-71.653144 
02827,54595213,1039350,21.079,0.401,41.698748,-71.739118 
02828,12507957,840004,4.829,0.324,41.879928,-71.563999 
02830,50230797,1330283,19.394,0.514,41.974930,-71.651187 
02831,24915582,7221478,9.620,2.788,41.774762,-71.620289 
02832,57768429,1401523,22.305,0.541,41.514717,-71.729622 
02833,18297893,1279241,7.065,0.494,41.495140,-71.769633 
02835,24469395,14503824,9.448,5.600,41.510088,-71.378366 
02836,796200,3724,0.307,0.001,41.454681,-71.620208 
02837,53176502,11798098,20.532,4.555,41.518769,-71.167247 
02838,3703227,221915,1.430,0.086,41.965257,-71.476374 
02839,11207819,408538,4.327,0.158,41.940757,-71.641513 
02840,18728200,8901095,7.231,3.437,41.478216,-71.322375 
02841,1208304,2286560,0.467,0.883,41.511864,-71.332175 
02842,32873439,7031538,12.693,2.715,41.518673,-71.281685 
02852,79997084,8726028,30.887,3.369,41.588565,-71.459811 
02857,108120157,10464911,41.745,4.041,41.822761,-71.633605 
02858,1497067,114285,0.578,0.044,41.964461,-71.651336 
02859,73407227,3484663,28.343,1.345,41.959073,-71.757323 
02860,13994357,790218,5.403,0.305,41.870562,-71.388681 
02861,9285276,328782,3.585,0.127,41.878603,-71.353131 
02863,3110993,200978,1.201,0.078,41.890064,-71.393481 
02864,68422852,4675604,26.418,1.805,41.966913,-71.428933 
02865,43229041,1893393,16.691,0.731,41.915455,-71.449815 
02871,44133690,16195469,17.040,6.253,41.587299,-71.261246 
02872,15405404,10794743,5.948,4.168,41.597055,-71.320666 
02873,7272749,436153,2.808,0.168,41.533083,-71.780518 
02874,39280282,2642485,15.166,1.020,41.508687,-71.481743 
02875,2989259,16727,1.154,0.006,41.456486,-71.638865 
02876,328105,383006,0.127,0.148,41.994278,-71.585490 
02878,75318324,8363344,29.081,3.229,41.609430,-71.178162 
02879,96813612,13051495,37.380,5.039,41.424019,-71.534277 
02881,9360357,36211,3.614,0.014,41.478083,-71.524717 
02882,33139003,13113680,12.795,5.063,41.415152,-71.465251 
02885,15883912,6718030,6.133,2.594,41.725138,-71.258805 
02886,38655009,5649594,14.925,2.181,41.703849,-71.455568 
02888,15359375,3135179,5.930,1.210,41.747671,-71.406118 
02889,22525908,21178502,8.697,8.177,41.700591,-71.376927 
02891,68258967,12493354,26.355,4.824,41.361854,-71.789689 
02892,70950139,5020650,27.394,1.938,41.492004,-71.594774 
02893,20386713,602104,7.871,0.232,41.679006,-71.518688 
02894,11226917,297590,4.335,0.115,41.444477,-71.703238 
02895,20079005,501745,7.753,0.194,42.001706,-71.499949 
02896,61312819,2047147,23.673,0.790,41.975186,-71.544069 
02898,29915650,326503,11.550,0.126,41.517640,-71.668521 
02903,4644509,1291070,1.793,0.498,41.818230,-71.409088 
02904,13453526,304730,5.194,0.118,41.858334,-71.436294 
02905,9707156,4780521,3.748,1.846,41.784725,-71.396103 
02906,8393811,1775806,3.241,0.686,41.840169,-71.390408 
02907,5700526,319815,2.201,0.123,41.798593,-71.424630 
02908,8186040,664,3.161,0.000,41.839825,-71.436794 
02909,8954663,70852,3.457,0.027,41.821417,-71.453215 
02910,8913424,466289,3.441,0.180,41.774999,-71.435594 
02911,6426885,115971,2.481,0.045,41.854888,-71.472812 
02912,112446,0,0.043,0.000,41.825593,-71.402239 
02914,12620690,1001057,4.873,0.387,41.814838,-71.365333 
02915,14327484,6192768,5.532,2.391,41.772847,-71.354839 
02916,6580499,1038921,2.541,0.401,41.842661,-71.352438 
02917,55253788,2930076,21.334,1.131,41.905774,-71.523305 
02919,60826688,2290683,23.485,0.884,41.827440,-71.519879 
02920,23785806,585338,9.184,0.226,41.767344,-71.465508 
02921,34039140,297431,13.143,0.115,41.768455,-71.515778 
03031,89189761,1319619,34.436,0.510,42.874864,-71.600503 
03032,65490184,9047569,25.286,3.493,42.997261,-71.363424 
03033,51339603,934688,19.822,0.361,42.749263,-71.675670 
03034,85426310,933895,32.983,0.361,43.056895,-71.340634 
03036,67415375,316619,26.029,0.122,42.984530,-71.255104 
03037,124621141,3123783,48.116,1.206,43.141274,-71.248197 
03038,92858036,2119582,35.853,0.818,42.887613,-71.282047 
03042,67255322,478266,25.967,0.185,43.054187,-71.084193 
03043,80593057,1458950,31.117,0.563,42.997000,-71.817788 
03044,43817853,721963,16.918,0.279,43.000370,-71.119161 
03045,92621207,1594842,35.761,0.616,43.021515,-71.563462 
03046,79960598,1184513,30.873,0.457,43.116395,-71.595437 
03047,68424456,1329982,26.419,0.514,42.936370,-71.867252 
03048,76535214,143147,29.550,0.055,42.742874,-71.761755 
03049,82053684,1432962,31.681,0.553,42.749624,-71.585402 
03051,73266073,2536677,28.288,0.979,42.760508,-71.409494 
03052,38693083,891863,14.939,0.344,42.846081,-71.468283 
03053,106434599,332718,41.095,0.128,42.869839,-71.387845 
03054,84153065,2441309,32.492,0.943,42.852034,-71.519876 
03055,64782055,143903,25.012,0.056,42.818645,-71.673354 
03057,43680255,212964,16.865,0.082,42.908885,-71.694199 
03060,16921993,840900,6.534,0.325,42.741087,-71.458266 
03062,31254013,436969,12.067,0.169,42.722323,-71.501176 
03063,21024117,314085,8.117,0.121,42.782100,-71.518366 
03064,10665258,861922,4.118,0.333,42.779378,-71.474918 
03070,111435055,971459,43.025,0.375,42.981209,-71.677520 
03071,84730239,830999,32.715,0.321,42.746257,-71.874434 
03076,68176601,1399687,26.323,0.540,42.730992,-71.337073 
03077,76303241,2062596,29.461,0.796,43.038038,-71.205107 
03079,64055134,2971529,24.732,1.147,42.788264,-71.221726 
03082,74009523,297790,28.575,0.115,42.896409,-71.768331 
03084,57292644,558160,22.121,0.216,42.826857,-71.875252 
03086,69838247,244913,26.965,0.095,42.832235,-71.759609 
03087,69265598,2682380,26.744,1.036,42.811092,-71.302688 
03101,2004385,301998,0.774,0.117,42.989027,-71.466111 
03102,23428365,886980,9.046,0.342,43.011907,-71.491063 
03103,25217337,942197,9.736,0.364,42.950538,-71.446547 
03104,21409157,389610,8.266,0.150,43.009552,-71.439782 
03106,93515407,2869778,36.107,1.108,43.082204,-71.446738 
